rank,selected,objective_profile,objective_score,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,activation_prec,kv_bits,active_params_B,total_params_B,architecture_family,attention_type,mla_kv_latent,mla_q_latent,nsa_select_top_k,nsa_window,csa_block,csa_top_k,csa_dim,indexshare_buckets,indexshare_top_k,indexshare_dim,msa_window,msa_dilated_top_k,msa_global_top_k,yoco_self_attn_layers,yoco_share_pattern,cp,cp_method,rope_method,rope_factor,mtp_depth,tp,pp,dp,state_layers,attention_layers,placement_strategy,local_attn_layers,local_window,moe_style,n_experts,top_k,expert_dim,ep,vocab_size,predicted_loss,loss_ci_low,loss_ci_high,uncertainty_total_pct,training_tps,training_tps_per_gpu,serving_tbt_ms,serving_ttft_ms,training_memory_gb,memory_gb,confidence
202,False,serving_cost,0.99278625,9216,33,144,64,16,24576,bf16,bf16,bf16,8,29.859858,29.859858,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,33,none,0,0,dense,0,0,0,1,65536,2.0252,1.8609,2.1894,8.11,31005,3876,12.0,3736.4,8.3,127.7,low
203,False,serving_cost,1.00916759,10240,23,80,128,16,27648,bf16,bf16,bf16,8,30.566461,30.566461,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,23,none,0,0,dense,0,0,0,1,256000,2.0784,1.9045,2.2523,8.37,38914,4864,13.5,2359.2,8.5,141.1,medium
204,False,serving_cost,1.01170796,10240,25,80,128,1,27136,fp8,fp8,bf16,4,31.392256,31.392256,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.1623,1.9657,2.3590,9.09,33279,8320,7.9,4292.7,15.6,199.8,low
205,False,serving_cost,1.01499402,8192,43,64,128,16,21504,fp8,fp8,bf16,4,31.013388,31.013388,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,43,none,0,0,dense,0,0,0,1,65536,2.0326,1.8615,2.2037,8.42,43530,5441,13.4,2979.4,7.6,131.1,low
206,False,serving_cost,1.01568493,9216,31,72,192,72,24576,bf16,fp8,bf16,4,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,1.9930,1.8261,2.1599,8.37,34556,4319,12.0,4076.2,7.7,125.5,medium
207,False,serving_cost,1.02657874,6144,78,96,64,8,16384,bf16,fp8,bf16,4,31.511716,31.511716,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,78,none,0,0,dense,0,0,0,1,128256,1.9839,1.8189,2.1488,8.32,30599,3825,11.6,5242.5,7.9,101.1,low
208,False,serving_cost,1.02823134,13824,12,216,64,1,36864,bf16,fp8,bf16,4,30.031811,30.031811,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,12,none,0,0,dense,0,0,0,1,256000,2.5386,2.2319,2.8453,12.08,34936,8734,6.2,4256.4,16.1,214.2,low
209,False,serving_cost,1.03249494,11264,19,176,192,176,29696,bf16,bf16,bf16,4,28.653881,28.653881,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,19,none,0,0,dense,0,0,0,1,128256,2.1612,1.9695,2.3529,8.87,25725,3216,9.5,5868.8,8.1,120.0,low
210,False,serving_cost,1.04115882,9216,32,72,128,24,24576,bf16,fp8,bf16,4,31.355634,31.355634,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,32,none,0,0,dense,0,0,0,1,128256,1.9965,1.8306,2.1624,8.31,43579,5447,13.8,2636.8,8.0,139.7,medium
211,False,serving_cost,1.04539906,14848,9,232,64,1,39424,bf16,fp8,bf16,16,27.392808,27.392808,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,9,none,0,0,dense,0,0,0,1,256000,2.7420,2.3517,3.1322,14.23,41459,10365,6.6,3588.4,15.0,221.1,low
212,False,serving_cost,1.05260581,8192,43,64,128,4,21504,bf16,fp8,bf16,8,33.05182,33.05182,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,43,none,0,0,dense,0,0,0,1,256000,1.9313,1.7759,2.0867,8.05,40157,5020,13.7,3035.4,8.4,132.5,medium
213,False,serving_cost,1.07176931,11264,17,176,192,176,29696,fp8,fp8,bf16,8,28.819642,28.819642,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,17,none,0,0,dense,0,0,0,1,256000,2.2256,2.0249,2.4262,9.01,41001,5125,10.9,4976.8,7.3,131.0,low
214,False,serving_cost,1.07308806,8192,44,64,128,4,21504,bf16,fp8,bf16,8,31.629967,31.629967,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,44,none,0,0,dense,0,0,0,1,128256,1.9368,1.7810,2.0927,8.05,39250,4906,14.0,3101.0,8.0,133.7,medium
215,False,serving_cost,1.07821523,11264,22,88,128,1,30208,fp8,fp8,bf16,4,28.824801,28.824801,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,22,none,0,0,dense,0,0,0,1,32000,2.2905,2.0778,2.5033,9.29,32313,8078,8.4,4384.9,14.7,208.9,low
216,False,serving_cost,1.09300477,9216,34,72,192,72,24576,fp8,fp8,bf16,4,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,128256,2.0275,1.8550,2.2000,8.51,35970,4496,12.6,4338.4,7.5,130.2,low
217,False,serving_cost,1.09269165,9216,27,144,192,144,24576,fp8,fp8,bf16,4,29.833206,29.833206,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,256000,2.0612,1.8846,2.2378,8.57,33645,4206,10.2,6347.2,7.4,116.6,low
218,False,serving_cost,1.10000687,13824,13,216,64,1,36864,bf16,fp8,bf16,4,28.412771,28.412771,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4980,2.2062,2.7899,11.68,32263,8066,7.0,4643.4,15.3,217.2,low
219,False,serving_cost,1.11841111,14336,11,112,192,112,37888,bf16,fp8,bf16,16,28.383302,28.383302,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.4973,2.2147,2.7800,11.32,52058,6507,13.0,2436.4,7.7,156.5,medium
220,False,serving_cost,1.12640403,9216,31,72,192,72,24576,bf16,bf16,bf16,4,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,1.9892,1.8229,2.1555,8.36,27195,3399,13.3,4299.7,8.3,128.0,medium
221,False,serving_cost,1.13179005,6144,74,48,128,1,16384,bf16,fp8,bf16,4,31.197094,31.197094,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,74,none,0,0,dense,0,0,0,1,256000,1.9901,1.8193,2.1610,8.59,34948,4368,14.7,3754.5,7.8,117.3,low
222,False,serving_cost,1.13504639,6144,74,48,128,8,16384,bf16,fp8,bf16,4,32.011837,32.011837,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,74,none,0,0,dense,0,0,0,1,256000,1.9486,1.7874,2.1097,8.27,34946,4368,14.7,3754.5,8.0,117.5,medium
223,False,serving_cost,1.13816031,16384,10,128,192,128,44032,bf16,fp8,bf16,16,27.366064,27.366064,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,10,none,0,0,dense,0,0,0,1,65536,2.6713,2.3305,3.0121,12.76,46668,5834,12.2,2566.1,7.5,163.4,low
224,False,serving_cost,1.13996099,14848,12,232,64,8,39424,fp8,fp8,bf16,4,27.497427,27.497427,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.6548,2.3391,2.9705,11.89,34999,8750,6.6,4715.2,14.6,228.9,low
225,False,serving_cost,1.14049442,9216,35,72,192,72,24576,fp8,fp8,bf16,4,30.873803,30.873803,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,35,none,0,0,dense,0,0,0,1,128256,2.0268,1.8544,2.1992,8.51,34942,4368,13.0,4459.8,7.7,132.2,low
226,False,serving_cost,1.14072617,15360,11,120,192,120,40960,fp8,fp8,bf16,16,28.216535,28.216535,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,11,none,0,0,dense,0,0,0,1,128256,2.5782,2.2735,2.8829,11.82,53705,6713,12.7,2540.6,7.5,162.5,low
227,False,serving_cost,1.14326055,9216,34,72,192,72,24576,bf16,fp8,bf16,4,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,128256,1.9841,1.8183,2.1499,8.36,31511,3939,13.2,4450.2,7.7,131.0,medium
228,False,serving_cost,1.14621777,13824,11,216,64,1,36864,bf16,bf16,bf16,8,28.118984,28.118984,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.5675,2.2492,2.8859,12.40,26591,6648,7.8,4311.1,16.2,216.1,low
229,False,serving_cost,1.14803750,10240,28,80,128,8,27648,fp8,fp8,bf16,16,32.868188,32.868188,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,28,none,0,0,dense,0,0,0,1,128256,2.0747,1.9014,2.2480,8.35,48425,6053,14.7,2520.7,8.1,152.7,low
230,False,serving_cost,1.15195155,9216,30,72,128,1,24576,fp8,fp8,bf16,16,30.270321,30.270321,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,30,none,0,0,dense,0,0,0,1,256000,2.0696,1.8911,2.2480,8.62,53019,6627,15.5,2408.5,7.5,148.8,low
231,False,serving_cost,1.16146971,11264,22,88,192,88,29696,fp8,fp8,bf16,8,29.105951,29.105951,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,22,none,0,0,dense,0,0,0,1,128256,2.1384,1.9542,2.3226,8.61,42250,5281,13.9,3523.5,7.4,148.5,low
232,False,serving_cost,1.17645288,10240,25,160,192,160,27648,bf16,fp8,bf16,4,29.377024,29.377024,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,25,none,0,0,dense,0,0,0,1,32000,2.1456,1.9630,2.3281,8.51,27128,3391,10.6,6702.7,7.6,122.5,low
233,False,serving_cost,1.17640314,15360,11,120,128,1,40960,fp8,fp8,bf16,8,28.009114,28.009114,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,65536,2.6757,2.3367,3.0146,12.67,38907,9727,8.3,3510.9,14.8,237.0,low
234,False,serving_cost,1.18104346,7168,52,56,128,8,19456,fp8,fp8,bf16,8,31.533523,31.533523,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,52,none,0,0,dense,0,0,0,1,256000,1.9534,1.7934,2.1134,8.19,43505,5438,15.7,3103.6,7.7,134.1,medium
235,False,serving_cost,1.18469579,8192,40,64,128,4,22016,fp8,fp8,bf16,4,31.541821,31.541821,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,40,none,0,0,dense,0,0,0,1,256000,2.0028,1.8338,2.1717,8.44,29264,7316,9.9,5123.9,15.4,192.5,medium
236,False,serving_cost,1.19219382,9216,35,72,192,72,24576,bf16,fp8,bf16,4,30.873803,30.873803,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,35,none,0,0,dense,0,0,0,1,128256,1.9834,1.8177,2.1491,8.35,30611,3826,13.6,4574.8,7.9,133.0,medium
237,False,serving_cost,1.19549003,14336,10,112,128,8,38400,bf16,bf16,bf16,4,28.25941,28.25941,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,10,none,0,0,dense,0,0,0,1,256000,2.5877,2.2729,2.9025,12.17,28471,7118,9.4,3332.5,16.3,223.7,low
238,False,serving_cost,1.20591496,6144,72,96,64,16,16384,bf16,fp8,bf16,4,31.231672,31.231672,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,72,none,0,0,dense,0,0,0,1,256000,1.9611,1.7986,2.1236,8.29,32833,4104,14.3,4865.1,7.8,115.7,medium
239,False,serving_cost,1.20831646,9216,31,72,128,8,24576,fp8,fp8,bf16,16,31.634012,31.634012,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0279,1.8605,2.1953,8.25,51308,6413,16.0,2481.7,7.8,151.8,medium
240,False,serving_cost,1.21213446,6144,78,48,128,1,16384,bf16,fp8,bf16,4,31.143666,31.143666,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,78,none,0,0,dense,0,0,0,1,128256,2.0002,1.8283,2.1721,8.59,33159,4145,15.5,3946.0,7.8,120.5,low
241,False,serving_cost,1.21577143,6144,78,48,128,8,16384,bf16,fp8,bf16,4,32.002449,32.002449,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,78,none,0,0,dense,0,0,0,1,128256,1.9590,1.7969,2.1210,8.27,33157,4145,15.5,3946.0,8.0,120.7,medium
242,False,serving_cost,1.21892524,10240,28,80,128,1,27136,fp8,fp8,bf16,4,31.913984,31.913984,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,28,none,0,0,dense,0,0,0,1,128256,2.1330,1.9416,2.3245,8.97,29719,7430,9.8,4939.3,15.9,207.3,low
243,False,serving_cost,1.22037873,11264,19,176,192,176,29696,fp8,fp8,bf16,8,28.653881,28.653881,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,19,none,0,0,dense,0,0,0,1,128256,2.1877,1.9947,2.3806,8.82,36690,4586,12.1,5537.4,7.3,138.0,low
244,False,serving_cost,1.22385084,11264,17,176,192,176,29696,bf16,bf16,bf16,8,28.819642,28.819642,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,17,none,0,0,dense,0,0,0,1,256000,2.1782,1.9853,2.3711,8.86,28747,3593,12.6,5273.3,8.1,134.3,medium
245,False,serving_cost,1.22401644,11264,22,176,64,1,30208,bf16,fp8,bf16,4,30.961537,30.961537,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,22,none,0,0,dense,0,0,0,1,128256,2.2293,2.0156,2.4431,9.59,26548,6637,8.3,5893.4,16.1,205.9,low
246,False,serving_cost,1.22811448,11264,19,88,128,1,30208,bf16,bf16,bf16,4,30.038723,30.038723,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,19,none,0,0,dense,0,0,0,1,256000,2.2000,1.9940,2.4060,9.36,23122,5781,10.6,4304.3,16.9,207.4,low
247,False,serving_cost,1.23013005,16384,7,256,64,8,43520,bf16,bf16,bf16,8,27.23804,27.23804,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,7,none,0,0,dense,0,0,0,1,256000,2.9370,2.4539,3.4201,16.45,30961,7740,7.8,3615.0,16.0,232.3,low
248,False,serving_cost,1.23032939,11264,20,88,128,1,30208,fp8,fp8,bf16,8,31.316173,31.316173,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,20,none,0,0,dense,0,0,0,1,256000,2.2511,2.0379,2.4643,9.47,35531,8883,10.7,4079.9,15.7,213.7,low
249,False,serving_cost,1.23284835,14848,12,232,64,1,39424,bf16,fp8,bf16,8,27.337781,27.337781,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.6457,2.3192,2.9722,12.34,31123,7781,7.8,4856.2,14.9,230.3,low
250,False,serving_cost,1.23883323,10240,26,160,64,32,27648,bf16,bf16,bf16,8,29.282017,29.282017,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,26,none,0,0,dense,0,0,0,1,32000,2.1220,1.9474,2.2965,8.23,32664,4083,15.3,3365.4,8.2,149.8,medium
251,False,serving_cost,1.24525733,10240,28,80,128,1,27136,fp8,fp8,bf16,4,34.530181,34.530181,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,28,none,0,0,dense,0,0,0,1,256000,2.1254,1.9346,2.3161,8.97,29714,7429,9.8,4951.6,17.0,207.9,low
252,False,serving_cost,1.24820633,7168,54,56,128,8,19456,fp8,fp8,bf16,8,32.605196,32.605196,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,54,none,0,0,dense,0,0,0,1,256000,1.9518,1.7920,2.1117,8.19,41894,5237,16.3,3214.8,7.9,137.2,medium
253,False,serving_cost,1.25233912,9216,30,144,192,144,24576,fp8,fp8,bf16,4,30.269141,30.269141,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,30,none,0,0,dense,0,0,0,1,128256,2.0577,1.8818,2.2336,8.55,30283,3785,11.3,7028.9,7.5,122.6,low
254,False,serving_cost,1.25327135,10240,25,80,128,40,27648,bf16,fp8,bf16,4,34.341376,34.341376,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.0720,1.8957,2.2483,8.51,45897,5737,16.1,2369.9,8.8,158.0,low
255,False,serving_cost,1.25352682,10240,24,80,192,80,27648,bf16,fp8,bf16,8,29.481206,29.481206,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,24,none,0,0,dense,0,0,0,1,256000,2.0437,1.8740,2.2133,8.30,38458,4807,15.4,3567.1,7.7,147.5,medium
256,False,serving_cost,1.26360633,8192,41,64,192,64,21504,fp8,fp8,bf16,4,30.441357,30.441357,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9936,1.8245,2.1627,8.48,35161,4395,14.8,4595.2,7.5,132.9,medium
257,False,serving_cost,1.26412699,9216,34,72,192,72,24576,bf16,bf16,bf16,4,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,128256,1.9803,1.8151,2.1455,8.34,24798,3100,14.6,4695.3,8.4,133.7,medium
258,False,serving_cost,1.26825304,7168,55,56,128,8,19456,fp8,fp8,bf16,8,31.309695,31.309695,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,55,none,0,0,dense,0,0,0,1,128256,1.9589,1.7984,2.1193,8.19,41136,5142,16.6,3270.4,7.6,138.6,medium
259,False,serving_cost,1.27219732,7168,51,112,64,16,19456,bf16,fp8,bf16,8,30.997686,30.997686,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,51,none,0,0,dense,0,0,0,1,256000,1.9245,1.7698,2.0793,8.04,37399,4675,15.7,4103.2,7.8,133.7,medium
260,False,serving_cost,1.27714015,7168,54,56,128,8,19456,bf16,fp8,bf16,8,32.605196,32.605196,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,54,none,0,0,dense,0,0,0,1,256000,1.9084,1.7551,2.0617,8.03,38427,4803,16.6,3276.6,8.2,138.4,medium
261,False,serving_cost,1.28323350,14848,11,232,64,1,39424,bf16,fp8,bf16,16,27.99724,27.99724,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,128256,2.6098,2.2745,2.9451,12.85,33941,8485,8.9,4488.5,15.2,231.7,low
262,False,serving_cost,1.29208666,8192,42,64,128,1,22016,fp8,fp8,bf16,4,30.551998,30.551998,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,42,none,0,0,dense,0,0,0,1,128256,2.0323,1.8551,2.2094,8.72,27874,6969,11.0,5458.0,15.1,195.8,low
263,False,serving_cost,1.29507943,9216,33,72,128,8,24576,fp8,fp8,bf16,16,29.859858,29.859858,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,33,none,0,0,dense,0,0,0,1,65536,2.0568,1.8875,2.2261,8.23,48208,6026,17.1,2628.2,7.5,157.2,low
264,False,serving_cost,1.29957417,9216,33,72,128,1,24576,fp8,fp8,bf16,16,30.470916,30.470916,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,33,none,0,0,dense,0,0,0,1,128256,2.0541,1.8779,2.2303,8.58,48206,6026,17.1,2628.2,7.6,157.2,low
265,False,serving_cost,1.30038482,10240,28,80,128,1,27136,bf16,fp8,bf16,4,30.629478,30.629478,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,28,none,0,0,dense,0,0,0,1,65536,2.1323,1.9440,2.3206,8.83,26438,6609,10.8,5097.2,15.8,208.7,low
266,False,serving_cost,1.30711434,8192,42,64,192,64,21504,fp8,fp8,bf16,4,31.081529,31.081529,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9909,1.8220,2.1598,8.48,34324,4290,15.2,4702.2,7.6,134.7,medium
267,False,serving_cost,1.30690676,9216,35,72,128,1,24576,fp8,fp8,bf16,4,30.400174,30.400174,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,35,none,0,0,dense,0,0,0,1,32000,2.1515,1.9624,2.3405,8.79,27982,6995,10.9,5368.4,15.2,203.1,low
268,False,serving_cost,1.31121184,7168,55,56,128,8,19456,bf16,fp8,bf16,8,33.141033,33.141033,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9078,1.7545,2.0610,8.03,37729,4716,16.9,3333.4,8.3,140.0,medium
269,False,serving_cost,1.31390867,11264,22,176,64,8,30208,bf16,fp8,bf16,4,29.770617,29.770617,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,22,none,0,0,dense,0,0,0,1,65536,2.1889,1.9907,2.3872,9.06,26438,6609,9.5,6018.5,15.5,210.8,low
270,False,serving_cost,1.31447943,8192,41,64,192,64,21504,bf16,fp8,bf16,4,30.441357,30.441357,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9501,1.7877,2.1126,8.33,30749,3844,15.4,4711.1,7.8,133.9,medium
271,False,serving_cost,1.31634889,14336,13,112,128,1,38400,bf16,fp8,bf16,8,28.740268,28.740268,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,13,none,0,0,dense,0,0,0,1,65536,2.4982,2.2173,2.7790,11.24,32400,8100,10.5,3907.5,15.5,234.3,low
272,False,serving_cost,1.32713387,14336,13,112,192,112,37888,bf16,fp8,bf16,16,28.546675,28.546675,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4024,2.1513,2.6535,10.45,44065,5508,15.4,2840.9,7.7,169.2,medium
273,False,serving_cost,1.33111977,7168,56,56,128,8,19456,bf16,fp8,bf16,8,31.845532,31.845532,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,56,none,0,0,dense,0,0,0,1,128256,1.9151,1.7613,2.0689,8.03,37059,4632,17.2,3390.2,8.0,141.1,medium
274,False,serving_cost,1.33614244,10240,21,160,192,160,27648,bf16,fp8,bf16,8,29.369078,29.369078,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,21,none,0,0,dense,0,0,0,1,256000,2.0810,1.9057,2.2563,8.42,32287,4036,13.9,5664.1,7.7,137.8,medium
275,False,serving_cost,1.33634882,11264,20,176,64,16,30208,fp8,fp8,bf16,4,28.842058,28.842058,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,20,none,0,0,dense,0,0,0,1,128256,2.2107,2.0110,2.4103,9.03,32287,8072,10.7,5430.5,14.7,213.1,low
276,False,serving_cost,1.34101765,13824,14,216,64,1,36864,fp8,fp8,bf16,16,28.591516,28.591516,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,14,none,0,0,dense,0,0,0,1,65536,2.5198,2.2354,2.8042,11.29,33687,8422,9.6,5071.7,14.9,229.7,low
