rank,selected,objective_profile,objective_score,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,activation_prec,kv_bits,active_params_B,total_params_B,architecture_family,attention_type,mla_kv_latent,mla_q_latent,nsa_select_top_k,nsa_window,csa_block,csa_top_k,csa_dim,indexshare_buckets,indexshare_top_k,indexshare_dim,msa_window,msa_dilated_top_k,msa_global_top_k,yoco_self_attn_layers,yoco_share_pattern,cp,cp_method,rope_method,rope_factor,mtp_depth,tp,pp,dp,state_layers,attention_layers,placement_strategy,local_attn_layers,local_window,moe_style,n_experts,top_k,expert_dim,ep,vocab_size,predicted_loss,loss_ci_low,loss_ci_high,uncertainty_total_pct,training_tps,training_tps_per_gpu,serving_tbt_ms,serving_ttft_ms,training_memory_gb,memory_gb,confidence
945,False,serving_cost,12.65551560,9216,35,72,128,1,24576,bf16,bf16,bf16,8,30.400174,30.400174,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,35,none,0,0,dense,0,0,0,1,32000,2.0836,1.9085,2.2587,8.40,5030,5030,110.7,37935.8,67.8,805.6,low
946,False,serving_cost,12.72833422,7168,57,112,64,1,19072,bf16,fp8,bf16,4,32.957561,32.957561,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9977,1.8252,2.1702,8.63,6161,6161,88.3,57130.1,66.1,700.7,medium
947,False,serving_cost,12.75992666,10240,25,80,128,5,27264,fp8,fp8,bf16,8,31.752704,31.752704,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.1083,1.9294,2.2871,8.48,9851,9851,124.4,27556.0,63.0,874.6,low
948,False,serving_cost,12.77794361,13824,12,216,192,216,36864,fp8,fp8,bf16,4,27.933217,27.933217,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,128256,2.5009,2.2250,2.7767,11.03,6868,6868,79.1,58345.2,58.1,845.6,low
949,False,serving_cost,12.79590235,10240,23,80,128,8,27264,bf16,bf16,bf16,4,29.812797,29.812797,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,23,none,0,0,dense,0,0,0,1,256000,2.0782,1.9012,2.2553,8.52,6240,6240,124.4,28744.4,66.5,851.2,medium
950,False,serving_cost,12.81839991,7168,57,112,64,1,19072,bf16,fp8,bf16,8,32.957561,32.957561,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9770,1.8106,2.1433,8.41,6161,6161,88.8,57313.7,66.1,714.9,medium
951,False,serving_cost,12.84618166,13824,12,216,192,216,36864,fp8,fp8,bf16,8,27.933217,27.933217,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,128256,2.4800,2.2107,2.7493,10.86,6868,6868,79.4,58464.4,58.1,859.1,low
952,False,serving_cost,12.86384517,7168,49,112,192,112,18944,bf16,fp8,bf16,16,31.7468,31.7468,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9110,1.7566,2.0655,8.08,13174,3293,151.7,26130.2,16.0,384.6,medium
953,False,serving_cost,12.91760817,6656,67,104,64,1,17792,fp8,fp8,bf16,8,31.504965,31.504965,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,67,none,0,0,dense,0,0,0,1,128256,2.0326,1.8583,2.2069,8.58,6504,6504,85.7,61104.5,61.2,696.5,medium
954,False,serving_cost,12.95478903,6144,80,48,128,1,16384,fp8,fp8,bf16,8,31.131107,31.131107,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,80,none,0,0,dense,0,0,0,1,65536,2.0676,1.8912,2.2439,8.53,7174,7174,103.2,48602.2,60.4,730.3,low
955,False,serving_cost,12.96002467,9216,34,72,192,72,24576,fp8,fp8,bf16,4,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,34,none,0,0,dense,0,0,0,1,128256,2.0275,1.8550,2.2000,8.51,6650,6650,91.6,55100.9,60.1,774.1,low
956,False,serving_cost,12.96051067,8192,44,32,192,32,21888,fp8,fp8,bf16,8,30.700929,30.700929,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,44,none,0,0,dense,0,0,0,1,256000,1.9685,1.8060,2.1310,8.26,8409,8409,122.1,33628.6,60.7,808.1,medium
957,False,serving_cost,12.99684249,6656,68,104,64,1,17792,fp8,fp8,bf16,4,31.114777,31.114777,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,68,none,0,0,dense,0,0,0,1,65536,2.0968,1.9124,2.2812,8.79,6409,6409,86.5,61811.3,60.7,682.8,low
958,False,serving_cost,12.99951029,7168,58,112,64,1,19072,bf16,fp8,bf16,8,30.740886,30.740886,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,58,none,0,0,dense,0,0,0,1,65536,2.0272,1.8567,2.1978,8.41,6056,6056,90.3,58311.4,61.9,714.6,medium
959,False,serving_cost,13.03335799,7168,48,112,192,112,18944,bf16,bf16,bf16,16,31.173804,31.173804,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,48,none,0,0,dense,0,0,0,1,256000,1.9085,1.7546,2.0624,8.06,11244,2811,154.4,26204.6,16.9,383.5,medium
960,False,serving_cost,13.07408454,9216,31,72,128,8,24576,fp8,fp8,bf16,4,31.634012,31.634012,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0505,1.8764,2.2247,8.49,9419,9419,127.0,30209.1,62.3,842.3,low
961,False,serving_cost,13.08360763,10240,27,40,192,40,27264,fp8,fp8,bf16,16,30.316851,30.316851,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,27,none,0,0,dense,0,0,0,1,256000,2.0752,1.9007,2.2497,8.41,9463,9463,130.1,26898.4,60.9,885.4,low
962,False,serving_cost,13.11609001,7680,46,120,64,1,20480,bf16,bf16,bf16,8,31.10999,31.10999,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,46,none,0,0,dense,0,0,0,1,256000,1.9818,1.8150,2.1486,8.42,4884,4884,99.3,52993.3,68.1,727.9,medium
963,False,serving_cost,13.13399713,7168,56,56,128,1,19072,bf16,bf16,bf16,8,32.495124,32.495124,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9451,1.7834,2.1068,8.31,4931,4931,110.6,44494.3,70.6,759.6,medium
964,False,serving_cost,13.14495730,9216,31,72,192,72,24576,bf16,fp8,bf16,8,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,31,none,0,0,dense,0,0,0,1,256000,1.9722,1.8115,2.1329,8.15,6530,6530,99.3,51259.3,61.7,794.8,medium
965,False,serving_cost,13.14791933,7168,45,112,64,112,19456,fp8,fp8,bf16,8,31.746284,31.746284,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,45,none,0,0,dense,0,0,0,1,256000,1.9691,1.8076,2.1306,8.20,43181,5398,186.5,5443.2,7.6,393.7,medium
966,False,serving_cost,13.14952554,14336,14,112,192,112,38272,bf16,bf16,bf16,16,27.931058,27.931058,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.4458,2.1983,2.6933,10.12,4771,4771,102.3,42364.1,65.6,982.1,low
967,False,serving_cost,13.18581008,7168,57,56,128,1,19072,bf16,bf16,bf16,4,33.009859,33.009859,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9653,1.7976,2.1331,8.54,4844,4844,111.6,45079.4,71.6,736.8,medium
968,False,serving_cost,13.21048947,8192,44,32,192,32,21888,bf16,bf16,bf16,4,30.700929,30.700929,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,44,none,0,0,dense,0,0,0,1,256000,1.9421,1.7806,2.1035,8.31,5008,5008,120.9,37611.6,67.8,787.2,medium
969,False,serving_cost,13.23759561,7168,50,112,192,112,18944,bf16,fp8,bf16,16,32.319795,32.319795,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,50,none,0,0,dense,0,0,0,1,256000,1.9099,1.7556,2.0643,8.08,12910,3228,156.2,26789.7,16.3,390.3,medium
970,False,serving_cost,13.23752171,7168,55,56,192,56,18944,fp8,fp8,bf16,16,31.04683,31.04683,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9564,1.7952,2.1176,8.24,19542,4886,172.0,15501.2,15.1,414.6,medium
971,False,serving_cost,13.25957699,8192,45,32,192,32,21888,fp8,fp8,bf16,8,31.303352,31.303352,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,256000,1.9665,1.8041,2.1288,8.26,8222,8222,125.1,34431.8,61.7,815.7,medium
972,False,serving_cost,13.29605899,13824,14,216,64,27,36864,bf16,bf16,bf16,4,28.3084,28.3084,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.4651,2.2120,2.7181,10.27,5559,5559,117.2,33859.4,65.8,983.3,low
973,False,serving_cost,13.33586179,8192,42,32,256,2,21888,bf16,fp8,bf16,4,30.684119,30.684119,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,128256,1.9831,1.8181,2.1480,8.32,7043,7043,114.5,43183.1,62.4,790.9,medium
974,False,serving_cost,13.37504565,7168,57,56,128,1,19072,bf16,bf16,bf16,8,33.009859,33.009859,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,57,none,0,0,dense,0,0,0,1,256000,1.9446,1.7829,2.1062,8.31,4844,4844,112.8,45334.4,71.6,765.3,medium
975,False,serving_cost,13.40225218,11264,22,88,192,88,30080,bf16,bf16,bf16,8,29.391426,29.391426,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,22,none,0,0,dense,0,0,0,1,128256,2.0911,1.9144,2.2678,8.45,4634,4634,102.3,49300.6,66.7,869.0,medium
976,False,serving_cost,13.40424239,8192,44,32,192,32,21888,bf16,fp8,bf16,8,30.700929,30.700929,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,44,none,0,0,dense,0,0,0,1,256000,1.9251,1.7691,2.0810,8.10,7730,7730,127.8,34198.0,62.3,814.7,medium
977,False,serving_cost,13.43409845,9216,30,72,128,9,24576,fp8,fp8,bf16,4,30.836552,30.836552,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,30,none,0,0,dense,0,0,0,1,256000,2.0491,1.8753,2.2229,8.48,9716,9716,134.0,29267.5,60.9,846.1,low
978,False,serving_cost,13.47690328,7168,55,56,192,56,18944,bf16,fp8,bf16,16,31.04683,31.04683,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9130,1.7584,2.0676,8.08,17320,4330,175.2,15814.2,15.7,416.6,medium
979,False,serving_cost,13.50067417,10240,30,40,192,40,27264,bf16,bf16,bf16,8,30.486651,30.486651,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,30,none,0,0,dense,0,0,0,1,128256,2.0059,1.8416,2.1701,8.19,4944,4944,125.7,34233.7,68.6,882.5,medium
980,False,serving_cost,13.51441817,8192,45,32,192,32,21888,bf16,bf16,bf16,4,31.303352,31.303352,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,256000,1.9400,1.7788,2.1013,8.31,4896,4896,123.9,38509.6,69.0,794.3,medium
981,False,serving_cost,13.53668058,5120,111,40,128,1,13696,fp8,fp8,bf16,4,31.938796,31.938796,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,111,none,0,0,dense,0,0,0,1,256000,2.1091,1.9201,2.2981,8.96,6865,6865,106.3,54560.3,61.1,666.7,low
982,False,serving_cost,13.55885826,8192,46,32,192,32,21888,fp8,fp8,bf16,8,31.905776,31.905776,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,46,none,0,0,dense,0,0,0,1,256000,1.9646,1.8024,2.1268,8.26,8044,8044,128.1,35235.9,62.8,823.3,medium
983,False,serving_cost,13.56198335,8192,41,64,192,64,21888,fp8,fp8,bf16,4,30.828282,30.828282,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9929,1.8239,2.1620,8.48,6597,6597,98.1,58183.7,60.6,740.6,medium
984,False,serving_cost,13.56254045,11264,15,176,64,176,29696,fp8,fp8,bf16,16,28.432476,28.432476,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,15,none,0,0,dense,0,0,0,1,256000,2.2899,2.0756,2.5043,9.36,67616,8452,194.7,3128.5,7.1,419.9,low
985,False,serving_cost,13.57444255,7168,56,56,192,56,18944,fp8,fp8,bf16,16,31.54459,31.54459,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9558,1.7947,2.1169,8.24,19193,4798,176.4,15842.6,15.4,420.1,medium
986,False,serving_cost,13.57388110,14848,11,232,192,232,39552,bf16,fp8,bf16,4,27.608579,27.608579,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,11,none,0,0,dense,0,0,0,1,65536,2.5839,2.2802,2.8876,11.75,5740,5740,87.2,59447.4,60.2,894.5,low
987,False,serving_cost,13.59537896,9216,34,72,192,72,24576,bf16,fp8,bf16,4,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,34,none,0,0,dense,0,0,0,1,128256,1.9841,1.8183,2.1499,8.36,5955,5955,99.8,56056.0,61.7,780.6,medium
988,False,serving_cost,13.62145582,6144,74,96,64,1,16384,fp8,fp8,bf16,16,31.138898,31.138898,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,74,none,0,0,dense,0,0,0,1,256000,2.0351,1.8604,2.2099,8.59,6653,6653,94.6,62135.1,60.2,707.9,low
989,False,serving_cost,13.63493588,14848,11,232,192,232,39552,bf16,fp8,bf16,8,27.608579,27.608579,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,11,none,0,0,dense,0,0,0,1,65536,2.5631,2.2660,2.8602,11.59,5740,5740,87.4,59546.4,60.2,906.9,low
990,False,serving_cost,13.63812129,11264,22,88,192,88,30080,fp8,fp8,bf16,16,29.391426,29.391426,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,22,none,0,0,dense,0,0,0,1,128256,2.1364,1.9527,2.3202,8.60,7503,7503,111.1,45188.9,59.9,891.1,low
991,False,serving_cost,13.66778776,10240,25,80,192,80,27264,bf16,bf16,bf16,8,30.196224,30.196224,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,25,none,0,0,dense,0,0,0,1,256000,2.0532,1.8822,2.2242,8.33,4814,4814,107.4,49862.0,67.5,832.5,medium
992,False,serving_cost,13.67044751,13824,12,216,192,216,36864,bf16,fp8,bf16,16,27.933217,27.933217,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,12,none,0,0,dense,0,0,0,1,128256,2.4346,2.1734,2.6958,10.73,5886,5886,88.2,60020.2,60.4,895.1,medium
993,False,serving_cost,13.71374530,8192,45,32,192,32,21888,bf16,fp8,bf16,8,31.303352,31.303352,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,45,none,0,0,dense,0,0,0,1,256000,1.9231,1.7673,2.0788,8.10,7558,7558,131.0,35014.5,63.4,822.3,medium
994,False,serving_cost,13.73322211,9216,34,72,192,72,24576,fp8,fp8,bf16,8,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,34,none,0,0,dense,0,0,0,1,128256,2.0067,1.8405,2.1730,8.29,6650,6650,101.3,55473.7,60.1,812.3,medium
995,False,serving_cost,13.73859131,13824,13,216,192,216,36864,fp8,fp8,bf16,4,27.304197,27.304197,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,13,none,0,0,dense,0,0,0,1,32000,2.5429,2.2718,2.8140,10.66,6341,6341,86.1,63340.5,57.3,861.5,low
996,False,serving_cost,13.76287312,6144,65,96,192,96,16384,fp8,fp8,bf16,16,31.184794,31.184794,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,65,none,0,0,dense,0,0,0,1,256000,1.9625,1.8008,2.1242,8.24,23368,2921,183.5,14721.7,7.5,368.5,medium
997,False,serving_cost,13.79463032,8192,35,64,128,32,22016,bf16,bf16,bf16,8,30.178591,30.178591,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,35,none,0,0,dense,0,0,0,1,256000,1.9394,1.7837,2.0952,8.03,20460,5115,190.2,7917.6,16.5,452.7,medium
998,False,serving_cost,13.80884530,7168,50,112,192,112,18944,bf16,bf16,bf16,16,32.319795,32.319795,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,50,none,0,0,dense,0,0,0,1,256000,1.9062,1.7524,2.0599,8.06,10794,2699,163.8,27557.4,17.5,395.0,medium
999,False,serving_cost,13.81397392,13824,13,216,192,216,36864,fp8,fp8,bf16,8,27.304197,27.304197,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,13,none,0,0,dense,0,0,0,1,32000,2.5221,2.2577,2.7865,10.48,6341,6341,86.4,63475.1,57.3,876.1,low
1000,False,serving_cost,13.81490692,11264,17,176,192,176,30080,fp8,fp8,bf16,4,29.040237,29.040237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,17,none,0,0,dense,0,0,0,1,256000,2.2464,2.0392,2.4535,9.22,6573,6573,89.6,65536.1,58.5,761.0,low
1001,False,serving_cost,13.81902208,7168,56,56,192,56,18944,bf16,fp8,bf16,16,31.54459,31.54459,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9124,1.7579,2.0669,8.08,17011,4253,179.7,16162.1,15.9,422.1,medium
1002,False,serving_cost,13.81857968,8192,46,32,192,32,21888,bf16,bf16,bf16,4,31.905776,31.905776,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,46,none,0,0,dense,0,0,0,1,256000,1.9382,1.7771,2.0993,8.31,4790,4790,126.9,39408.5,70.2,801.2,medium
1003,False,serving_cost,13.82156481,13824,13,216,192,216,36864,fp8,fp8,bf16,8,28.2314,28.2314,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,13,none,0,0,dense,0,0,0,1,65536,2.4752,2.2158,2.7347,10.48,6340,6340,86.4,63482.9,58.8,876.9,low
1004,False,serving_cost,13.83828037,8192,39,64,128,1,21888,bf16,bf16,bf16,16,30.490083,30.490083,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,39,none,0,0,dense,0,0,0,1,256000,1.9641,1.8005,2.1277,8.33,5571,5571,132.1,36587.0,67.0,790.5,medium
1005,False,serving_cost,13.85834934,8192,47,32,192,32,21888,fp8,fp8,bf16,8,32.508199,32.508199,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9628,1.8008,2.1249,8.26,7873,7873,131.2,36040.7,63.8,830.8,medium
1006,False,serving_cost,13.89738852,8192,42,64,192,64,21888,fp8,fp8,bf16,4,31.477891,31.477891,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9902,1.8214,2.1590,8.48,6440,6440,100.7,59678.4,61.8,747.3,medium
1007,False,serving_cost,13.92871309,11264,17,176,192,176,30080,fp8,fp8,bf16,8,29.040237,29.040237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,17,none,0,0,dense,0,0,0,1,256000,2.2255,2.0249,2.4262,9.02,6573,6573,90.1,65771.7,58.5,780.1,low
1008,False,serving_cost,13.95807218,6144,80,96,64,1,16384,fp8,fp8,bf16,8,31.838896,31.838896,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,80,none,0,0,dense,0,0,0,1,128256,2.0486,1.8719,2.2252,8.62,6155,6155,93.5,66893.7,61.6,691.0,low
1009,False,serving_cost,13.97232318,11264,23,88,192,88,30080,bf16,bf16,bf16,8,29.183109,29.183109,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,23,none,0,0,dense,0,0,0,1,65536,2.1194,1.9413,2.2975,8.40,4433,4433,107.2,51614.1,66.5,880.1,low
1010,False,serving_cost,13.99080440,6144,81,96,64,1,16384,fp8,fp8,bf16,4,31.446479,31.446479,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,81,none,0,0,dense,0,0,0,1,65536,2.1134,1.9266,2.3002,8.84,6079,6079,94.0,67439.7,61.0,673.5,low
1011,False,serving_cost,14.02347882,8192,46,32,192,32,21888,bf16,fp8,bf16,8,31.905776,31.905776,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,46,none,0,0,dense,0,0,0,1,256000,1.9212,1.7656,2.0768,8.10,7394,7394,134.2,35831.8,64.5,830.0,medium
1012,False,serving_cost,14.03248942,10240,28,40,192,40,27264,bf16,fp8,bf16,16,31.245517,31.245517,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,28,none,0,0,dense,0,0,0,1,256000,2.0205,1.8542,2.1868,8.23,8389,8389,141.6,28460.1,64.4,905.7,medium
1013,False,serving_cost,14.03785129,5120,115,40,128,1,13696,fp8,fp8,bf16,4,31.687178,31.687178,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,115,none,0,0,dense,0,0,0,1,128256,2.1221,1.9314,2.3128,8.99,6627,6627,110.6,56651.5,60.8,676.0,low
1014,False,serving_cost,14.04303859,10240,29,40,192,40,27264,fp8,fp8,bf16,16,32.174182,32.174182,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,29,none,0,0,dense,0,0,0,1,256000,2.0536,1.8819,2.2253,8.36,8811,8811,140.6,28975.9,64.2,911.3,low
1015,False,serving_cost,14.05039749,7168,55,112,64,1,19072,bf16,bf16,bf16,4,31.929928,31.929928,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9951,1.8232,2.1671,8.62,4596,4596,106.6,58358.3,69.5,712.5,medium
1016,False,serving_cost,14.08699520,11264,22,176,64,11,30080,bf16,fp8,bf16,8,29.015118,29.015118,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,22,none,0,0,dense,0,0,0,1,32000,2.2044,2.0158,2.3930,8.56,7513,7513,127.6,37877.7,60.8,919.0,low
1017,False,serving_cost,14.11550694,7168,55,56,192,56,18944,bf16,bf16,bf16,16,31.04683,31.04683,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9092,1.7552,2.0632,8.06,13434,3359,183.7,16615.9,17.0,421.8,medium
1018,False,serving_cost,14.12296820,8192,47,32,192,32,21888,bf16,bf16,bf16,4,32.508199,32.508199,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,1,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9364,1.7755,2.0974,8.31,4688,4688,129.9,40308.3,71.4,808.2,medium
1019,False,serving_cost,14.15836698,6656,55,104,192,104,17920,fp8,fp8,bf16,16,31.172111,31.172111,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9544,1.7934,2.1154,8.24,14702,3676,169.5,27163.3,15.0,403.2,medium
