rank,selected,is_baseline,changes,risk_label,risk_score,quality_preserving,move_class,quality_risk_pct,tp,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,ffn_precision,kv_bits,params_B,predicted_loss,training_tps,serving_tbt_ms,serving_ttft_ms,memory_gb,kv_cache_gb,confidence
1,False,False,n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15040,low,0.75,False,architecture,-0.627,8,4096,32,32,128,32,15040,bf16,16,8.32,2.012,10415,6.39,38.35,2.59,0.5,high
2,False,False,n_kv_heads: 8 -> 32,low,0.25,False,architecture,-0.53,8,4096,32,32,128,32,14336,bf16,16,8.05,2.014,10671,6.34,37.45,2.53,0.5,high
3,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15040,medium,1.5,False,architecture,-0.529,8,4096,31,32,128,32,15040,bf16,16,8.07,2.014,10751,6.19,37.15,2.52,0.484,high
4,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744,medium,2.0,False,architecture,-0.523,8,4096,33,32,128,16,15744,bf16,16,8.31,2.0141,10765,6.35,37.04,2.35,0.258,high
5,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15744,high,2.75,False,architecture,-0.516,8,4096,30,32,128,32,15744,bf16,16,8.08,2.0142,10848,6.04,36.8,2.51,0.469,high
6,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040,medium,2.25,False,architecture,-0.505,8,4096,34,32,128,16,15040,bf16,16,8.26,2.0145,10723,6.49,37.21,2.34,0.266,high
7,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744,medium,1.25,False,architecture,-0.432,8,4096,32,32,128,16,15744,bf16,16,8.06,2.0159,11100,6.16,35.92,2.28,0.25,high
8,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 32,low,1.0,False,architecture,-0.432,8,4096,31,32,128,32,14336,bf16,16,7.8,2.0159,11015,6.15,36.28,2.46,0.484,high
9,False,False,n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 13632,low,0.75,False,architecture,-0.426,8,4096,32,32,128,32,13632,bf16,16,7.77,2.0161,10940,6.29,36.55,2.47,0.5,high
10,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15040,medium,2.25,False,architecture,-0.424,8,4096,30,32,128,32,15040,bf16,16,7.82,2.0161,11109,5.99,35.95,2.45,0.469,high
11,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040,medium,1.5,False,architecture,-0.42,8,4096,33,32,128,16,15040,bf16,16,8.02,2.0162,11047,6.3,36.11,2.28,0.258,high
12,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 15744,medium,2.5,False,architecture,-0.404,8,4096,34,32,128,8,15744,bf16,16,8.27,2.0165,10601,6.39,37.66,2.21,0.133,high
13,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 16,medium,1.75,False,architecture,-0.395,8,4096,34,32,128,16,14336,bf16,16,7.96,2.0167,11011,6.44,36.25,2.28,0.266,high
14,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744,medium,2.0,False,architecture,-0.335,8,4096,31,32,128,16,15744,bf16,16,7.82,2.0179,11458,5.96,34.8,2.22,0.242,high
15,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040,low,0.75,False,architecture,-0.329,8,4096,32,32,128,16,15040,bf16,16,7.79,2.018,11392,6.11,35.02,2.22,0.25,high
16,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 13632,medium,1.5,False,architecture,-0.328,8,4096,31,32,128,32,13632,bf16,16,7.54,2.018,11292,6.1,35.41,2.4,0.484,high
17,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32,medium,1.75,False,architecture,-0.326,8,4096,30,32,128,32,14336,bf16,16,7.56,2.0181,11381,5.95,35.11,2.39,0.469,high
18,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 15744,medium,1.75,False,architecture,-0.32,8,4096,33,32,128,8,15744,bf16,16,8.03,2.0182,10921,6.2,36.55,2.15,0.129,high
19,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 16,low,1.0,False,architecture,-0.31,8,4096,33,32,128,16,14336,bf16,16,7.74,2.0184,11344,6.25,35.18,2.22,0.258,high
20,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 15040,medium,2.0,False,architecture,-0.295,8,4096,34,32,128,8,15040,bf16,16,7.97,2.0187,10883,6.34,36.7,2.15,0.133,high
21,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632,medium,2.25,False,architecture,-0.277,8,4096,34,32,128,16,13632,bf16,16,7.67,2.0191,11316,6.38,35.29,2.21,0.266,high
22,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040,medium,1.5,False,architecture,-0.231,8,4096,31,32,128,16,15040,bf16,16,7.55,2.02,11758,5.92,33.92,2.16,0.242,high
23,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744,high,2.75,False,architecture,-0.229,8,4096,30,32,128,16,15744,bf16,16,7.58,2.0201,11839,5.77,33.67,2.15,0.234,high
24,False,False,ffn_dim: 14336 -> 15744,low,1.0,False,architecture,-0.229,8,4096,32,32,128,8,15744,bf16,16,7.8,2.0201,11262,6.01,35.44,2.1,0.125,high
25,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 13632,medium,2.25,False,architecture,-0.222,8,4096,30,32,128,32,13632,bf16,16,7.3,2.0202,11668,5.9,34.26,2.32,0.469,high
26,False,False,n_kv_heads: 8 -> 16,low,0.25,False,architecture,-0.218,8,4096,32,32,128,16,14336,bf16,16,7.51,2.0203,11698,6.06,34.12,2.15,0.25,high
27,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 15040,medium,1.25,False,architecture,-0.21,8,4096,33,32,128,8,15040,bf16,16,7.75,2.0204,11212,6.15,35.62,2.09,0.129,high
28,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632,medium,1.5,False,architecture,-0.192,8,4096,33,32,128,16,13632,bf16,16,7.45,2.0208,11659,6.2,34.26,2.15,0.258,high
29,False,False,n_layers: 32 -> 34,medium,1.5,False,architecture,-0.177,8,4096,34,32,128,8,14336,bf16,16,7.68,2.0211,11180,6.28,35.74,2.08,0.133,high
30,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 12928,high,2.75,False,architecture,-0.151,8,4096,34,32,128,16,12928,bf16,16,7.37,2.0216,11638,6.33,34.34,2.14,0.266,high
31,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15744,medium,1.75,False,architecture,-0.13,8,4096,31,32,128,8,15744,bf16,16,7.56,2.022,11625,5.82,34.33,2.04,0.121,high
32,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040,medium,2.25,False,architecture,-0.125,8,4096,30,32,128,16,15040,bf16,16,7.32,2.0222,12150,5.72,32.83,2.09,0.234,high
33,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16,low,1.0,False,architecture,-0.12,8,4096,31,32,128,16,14336,bf16,16,7.28,2.0223,12075,5.87,33.05,2.09,0.242,high
34,False,False,ffn_dim: 14336 -> 15040,low,0.5,False,architecture,-0.118,8,4096,32,32,128,8,15040,bf16,16,7.52,2.0223,11562,5.96,34.54,2.03,0.125,high
35,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632,low,0.75,False,architecture,-0.1,8,4096,32,32,128,16,13632,bf16,16,7.23,2.0227,12022,6.01,33.22,2.09,0.25,high
36,False,False,n_layers: 32 -> 33,low,0.75,False,architecture,-0.092,8,4096,33,32,128,8,14336,bf16,16,7.46,2.0228,11519,6.1,34.69,2.02,0.129,high
37,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 12928,medium,2.0,False,architecture,-0.065,8,4096,33,32,128,16,12928,bf16,16,7.17,2.0234,11990,6.15,33.33,2.08,0.258,high
38,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 13632,medium,2.0,False,architecture,-0.051,8,4096,34,32,128,8,13632,bf16,16,7.38,2.0236,11495,6.23,34.79,2.01,0.133,high
39,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 15744,medium,2.5,False,architecture,-0.024,8,4096,30,32,128,8,15744,bf16,16,7.32,2.0242,12011,5.64,33.23,1.98,0.117,high
40,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15040,medium,1.25,False,architecture,-0.02,8,4096,31,32,128,8,15040,bf16,16,7.29,2.0243,11934,5.78,33.46,1.98,0.121,high
41,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16,medium,1.75,False,architecture,-0.013,8,4096,30,32,128,16,14336,bf16,16,7.06,2.0244,12477,5.68,31.99,2.03,0.234,high
42,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632,medium,1.5,False,architecture,-0.001,8,4096,31,32,128,16,13632,bf16,16,7.02,2.0247,12409,5.82,32.18,2.03,0.242,high
43,False,True,baseline,baseline,0.0,True,baseline,0.0,8,4096,32,32,128,8,14336,bf16,16,7.24,2.0247,11878,5.91,33.64,1.97,0.125,high
44,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 12928,medium,1.25,False,architecture,0.027,8,4096,32,32,128,16,12928,bf16,16,6.96,2.0252,12364,5.96,32.32,2.03,0.25,high
45,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 13632,medium,1.25,False,architecture,0.034,8,4096,33,32,128,8,13632,bf16,16,7.17,2.0254,11842,6.05,33.76,1.96,0.129,high
46,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 12928,medium,2.5,False,architecture,0.084,8,4096,34,32,128,8,12928,bf16,16,7.09,2.0264,11827,6.18,33.83,1.94,0.133,high
47,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 15040,medium,2.0,False,architecture,0.087,8,4096,30,32,128,8,15040,bf16,16,7.07,2.0264,12331,5.59,32.38,1.92,0.117,high
48,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 8,high,3.0,False,precision,0.092,8,4096,34,32,128,8,15744,bf16,8,8.27,2.0266,10601,6.34,37.66,2.15,0.066,high
49,False,False,n_layers: 32 -> 31,low,0.75,False,architecture,0.099,8,4096,31,32,128,8,14336,bf16,16,7.02,2.0267,12260,5.73,32.59,1.91,0.121,high
50,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632,medium,2.25,False,architecture,0.106,8,4096,30,32,128,16,13632,bf16,16,6.8,2.0268,12822,5.63,31.14,1.97,0.234,high
51,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 12928,medium,2.0,False,architecture,0.127,8,4096,31,32,128,16,12928,bf16,16,6.75,2.0273,12762,5.77,31.31,1.97,0.242,high
52,False,False,ffn_dim: 14336 -> 13632,low,0.5,False,architecture,0.127,8,4096,32,32,128,8,13632,bf16,16,6.96,2.0273,12212,5.86,32.74,1.9,0.125,high
53,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 12928,medium,1.75,False,architecture,0.171,8,4096,33,32,128,8,12928,bf16,16,6.89,2.0281,12185,6.0,32.83,1.89,0.129,high
54,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 8,medium,2.25,False,precision,0.177,8,4096,33,32,128,8,15744,bf16,8,8.03,2.0283,10921,6.15,36.55,2.09,0.064,high
55,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 8,medium,2.5,False,precision,0.203,8,4096,34,32,128,8,15040,bf16,8,7.97,2.0288,10883,6.29,36.7,2.08,0.066,high
56,False,False,n_layers: 32 -> 30,medium,1.5,False,architecture,0.206,8,4096,30,32,128,8,14336,bf16,16,6.81,2.0289,12668,5.54,31.54,1.86,0.117,high
57,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 13632,medium,1.25,False,architecture,0.227,8,4096,31,32,128,8,13632,bf16,16,6.76,2.0293,12605,5.68,31.72,1.85,0.121,high
58,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 12928,high,2.75,False,architecture,0.234,8,4096,30,32,128,16,12928,bf16,16,6.54,2.0294,13187,5.59,30.3,1.91,0.234,high
59,False,False,ffn_dim: 14336 -> 12928,low,1.0,False,architecture,0.264,8,4096,32,32,128,8,12928,bf16,16,6.69,2.03,12565,5.82,31.84,1.84,0.125,high
60,False,False,ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 8,medium,1.5,False,precision,0.269,8,4096,32,32,128,8,15744,bf16,8,7.8,2.0301,11262,5.96,35.44,2.03,0.062,high
61,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 8,medium,1.75,False,precision,0.288,8,4096,33,32,128,8,15040,bf16,8,7.75,2.0305,11212,6.1,35.62,2.02,0.064,high
62,False,False,n_layers: 32 -> 34; kv_cache_bits: 16 -> 8,medium,2.0,False,precision,0.321,8,4096,34,32,128,8,14336,bf16,8,7.68,2.0312,11180,6.23,35.74,2.01,0.066,high
63,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 13632,medium,2.0,False,architecture,0.335,8,4096,30,32,128,8,13632,bf16,16,6.55,2.0315,13024,5.5,30.69,1.8,0.117,high
64,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 12928,medium,1.75,False,architecture,0.364,8,4096,31,32,128,8,12928,bf16,16,6.49,2.0321,12970,5.63,30.84,1.79,0.121,high
65,False,False,n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,1.25,False,precision,0.367,8,4096,32,32,128,32,15040,fp8,16,8.32,2.0321,19806,5.67,19.18,1.55,0.5,high
66,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 8,medium,2.25,False,precision,0.368,8,4096,31,32,128,8,15744,bf16,8,7.56,2.0321,11625,5.78,34.33,1.98,0.061,high
67,False,False,ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 8,low,1.0,False,precision,0.38,8,4096,32,32,128,8,15040,bf16,8,7.52,2.0324,11562,5.92,34.54,1.97,0.062,high
68,False,False,n_layers: 32 -> 33; kv_cache_bits: 16 -> 8,medium,1.25,False,precision,0.406,8,4096,33,32,128,8,14336,bf16,8,7.46,2.0329,11519,6.05,34.69,1.96,0.064,high
69,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 8,medium,2.5,False,precision,0.447,8,4096,34,32,128,8,13632,bf16,8,7.38,2.0337,11495,6.18,34.79,1.94,0.066,high
70,False,False,n_kv_heads: 8 -> 32; ffn_precision: bf16 -> fp8,low,0.75,False,precision,0.465,8,4096,32,32,128,32,14336,fp8,16,8.05,2.0341,20245,5.65,18.79,1.51,0.5,high
71,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,2.0,False,precision,0.465,8,4096,31,32,128,32,15040,fp8,16,8.07,2.0341,20443,5.5,18.58,1.5,0.484,high
72,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,medium,2.5,False,precision,0.471,8,4096,33,32,128,16,15744,fp8,16,8.31,2.0342,20151,5.63,18.82,1.3,0.258,high
73,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 12928,medium,2.5,False,architecture,0.472,8,4096,30,32,128,8,12928,bf16,16,6.29,2.0342,13401,5.45,29.85,1.74,0.117,high
74,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 8,high,3.0,False,precision,0.475,8,4096,30,32,128,8,15744,bf16,8,7.32,2.0343,12011,5.59,33.23,1.92,0.059,high
75,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,high,3.25,False,precision,0.478,8,4096,30,32,128,32,15744,fp8,16,8.08,2.0344,20675,5.34,18.35,1.49,0.469,high
76,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 8,medium,1.75,False,precision,0.479,8,4096,31,32,128,8,15040,bf16,8,7.29,2.0344,11934,5.73,33.46,1.91,0.061,high
77,False,False,kv_cache_bits: 16 -> 8,low,0.5,False,precision,0.499,8,4096,32,32,128,8,14336,bf16,8,7.24,2.0348,11878,5.87,33.64,1.9,0.062,high
78,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 8,medium,1.75,False,precision,0.534,8,4096,33,32,128,8,13632,bf16,8,7.17,2.0355,11842,6.0,33.76,1.89,0.064,high
79,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,medium,1.75,False,precision,0.562,8,4096,32,32,128,16,15744,fp8,16,8.06,2.0361,20779,5.46,18.25,1.27,0.25,high
80,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 32; ffn_precision: bf16 -> fp8,medium,1.5,False,precision,0.564,8,4096,31,32,128,32,14336,fp8,16,7.8,2.0361,20895,5.47,18.21,1.47,0.484,high
81,False,False,n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,medium,1.25,False,precision,0.57,8,4096,32,32,128,32,13632,fp8,16,7.77,2.0362,20703,5.62,18.4,1.48,0.5,high
82,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,high,2.75,False,precision,0.571,8,4096,30,32,128,32,15040,fp8,16,7.82,2.0363,21122,5.32,17.99,1.46,0.469,high
83,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 8,high,3.0,False,precision,0.584,8,4096,34,32,128,8,12928,bf16,8,7.09,2.0365,11827,6.13,33.83,1.87,0.066,high
84,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 8,medium,2.5,False,precision,0.586,8,4096,30,32,128,8,15040,bf16,8,7.07,2.0366,12331,5.55,32.38,1.86,0.059,high
85,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,high,3.0,False,precision,0.589,8,4096,34,32,128,8,15744,fp8,16,8.27,2.0366,19860,5.67,19.14,1.17,0.133,high
86,False,False,n_layers: 32 -> 31; kv_cache_bits: 16 -> 8,medium,1.25,False,precision,0.599,8,4096,31,32,128,8,14336,bf16,8,7.02,2.0368,12260,5.68,32.59,1.85,0.061,high
87,False,False,ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 8,low,1.0,False,precision,0.627,8,4096,32,32,128,8,13632,bf16,8,6.96,2.0374,12212,5.82,32.74,1.84,0.062,high
88,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,medium,2.5,False,precision,0.661,8,4096,31,32,128,16,15744,fp8,16,7.82,2.0381,21447,5.29,17.68,1.23,0.242,high
89,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,1.25,False,precision,0.667,8,4096,32,32,128,16,15040,fp8,16,7.79,2.0382,21262,5.43,17.86,1.23,0.25,high
90,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,medium,2.0,False,precision,0.669,8,4096,31,32,128,32,13632,fp8,16,7.54,2.0382,21368,5.45,17.83,1.44,0.484,high
91,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_precision: bf16 -> fp8,medium,2.25,False,precision,0.67,8,4096,30,32,128,32,14336,fp8,16,7.56,2.0383,21590,5.3,17.62,1.43,0.469,high
92,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 8,medium,2.25,False,precision,0.67,8,4096,33,32,128,8,12928,bf16,8,6.89,2.0383,12185,5.95,32.83,1.82,0.064,high
93,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,medium,2.25,False,precision,0.675,8,4096,33,32,128,8,15744,fp8,16,8.03,2.0383,20460,5.51,18.58,1.14,0.129,high
94,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,2.5,False,precision,0.7,8,4096,34,32,128,8,15040,fp8,16,7.97,2.0389,20329,5.65,18.73,1.14,0.133,high
95,False,False,n_layers: 32 -> 30; kv_cache_bits: 16 -> 8,medium,2.0,False,precision,0.706,8,4096,30,32,128,8,14336,bf16,8,6.81,2.039,12668,5.5,31.54,1.8,0.059,high
96,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 8,medium,1.75,False,precision,0.727,8,4096,31,32,128,8,13632,bf16,8,6.76,2.0394,12605,5.64,31.72,1.79,0.061,high
97,False,False,ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 8,medium,1.5,False,precision,0.764,8,4096,32,32,128,8,12928,bf16,8,6.69,2.0402,12565,5.77,31.84,1.78,0.062,high
98,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,2.0,False,precision,0.766,8,4096,31,32,128,16,15040,fp8,16,7.55,2.0402,21945,5.26,17.3,1.2,0.242,high
99,False,False,ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,medium,1.5,False,precision,0.767,8,4096,32,32,128,8,15744,fp8,16,7.8,2.0402,21097,5.34,18.02,1.11,0.125,high
100,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,high,3.25,False,precision,0.768,8,4096,30,32,128,16,15744,fp8,16,7.58,2.0402,22160,5.12,17.11,1.19,0.234,high
101,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 32; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,high,2.75,False,precision,0.776,8,4096,30,32,128,32,13632,fp8,16,7.3,2.0404,22078,5.27,17.25,1.4,0.469,high
102,False,False,n_kv_heads: 8 -> 16; ffn_precision: bf16 -> fp8,low,0.75,False,precision,0.778,8,4096,32,32,128,16,14336,fp8,16,7.51,2.0404,21768,5.41,17.47,1.2,0.25,high
103,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,1.75,False,precision,0.786,8,4096,33,32,128,8,15040,fp8,16,7.75,2.0406,20943,5.48,18.17,1.11,0.129,high
104,False,False,n_layers: 32 -> 34; ffn_precision: bf16 -> fp8,medium,2.0,False,precision,0.819,8,4096,34,32,128,8,14336,fp8,16,7.68,2.0413,20820,5.62,18.31,1.1,0.133,high
105,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 8,medium,2.5,False,precision,0.835,8,4096,30,32,128,8,13632,bf16,8,6.55,2.0416,13024,5.45,30.69,1.74,0.059,high
106,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 8,medium,2.25,False,precision,0.865,8,4096,31,32,128,8,12928,bf16,8,6.49,2.0422,12970,5.59,30.84,1.73,0.061,high
107,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,medium,2.25,False,precision,0.866,8,4096,31,32,128,8,15744,fp8,16,7.56,2.0422,21775,5.17,17.45,1.08,0.121,high
108,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,high,2.75,False,precision,0.873,8,4096,30,32,128,16,15040,fp8,16,7.32,2.0424,22674,5.09,16.75,1.16,0.234,high
109,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_precision: bf16 -> fp8,medium,1.5,False,precision,0.878,8,4096,31,32,128,16,14336,fp8,16,7.28,2.0425,22467,5.24,16.93,1.17,0.242,high
110,False,False,ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,low,1.0,False,precision,0.878,8,4096,32,32,128,8,15040,fp8,16,7.52,2.0425,21595,5.32,17.62,1.08,0.125,high
111,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,medium,1.25,False,precision,0.898,8,4096,32,32,128,16,13632,fp8,16,7.23,2.0429,22298,5.39,17.08,1.17,0.25,high
112,False,False,n_layers: 32 -> 33; ffn_precision: bf16 -> fp8,medium,1.25,False,precision,0.905,8,4096,33,32,128,8,14336,fp8,16,7.46,2.043,21449,5.46,17.77,1.08,0.129,high
113,False,False,n_layers: 32 -> 34; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,medium,2.5,False,precision,0.946,8,4096,34,32,128,8,13632,fp8,16,7.38,2.0438,21336,5.59,17.89,1.07,0.133,high
114,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8,high,3.0,False,precision,0.973,8,4096,30,32,128,8,15744,fp8,16,7.32,2.0444,22499,5.01,16.89,1.05,0.117,high
115,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 8,high,3.0,False,precision,0.974,8,4096,30,32,128,8,12928,bf16,8,6.29,2.0444,13401,5.41,29.85,1.68,0.059,high
116,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8,medium,1.75,False,precision,0.978,8,4096,31,32,128,8,15040,fp8,16,7.29,2.0445,22289,5.15,17.07,1.05,0.121,high
117,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 16; ffn_precision: bf16 -> fp8,medium,2.25,False,precision,0.985,8,4096,30,32,128,16,14336,fp8,16,7.06,2.0446,23214,5.07,16.38,1.13,0.234,high
118,True,False,ffn_precision: bf16 -> fp8,low,0.5,False,precision,0.998,8,4096,32,32,128,8,14336,fp8,16,7.24,2.0449,22117,5.29,17.23,1.05,0.125,high
119,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,medium,2.0,False,precision,0.998,8,4096,31,32,128,16,13632,fp8,16,7.02,2.0449,23015,5.22,16.55,1.14,0.242,high
120,False,False,n_kv_heads: 8 -> 16; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8,medium,1.75,False,precision,1.026,8,4096,32,32,128,16,12928,fp8,16,6.96,2.0455,22855,5.36,16.69,1.14,0.25,high
121,False,False,n_layers: 32 -> 33; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,medium,1.75,False,precision,1.033,8,4096,33,32,128,8,13632,fp8,16,7.17,2.0456,21980,5.43,17.37,1.04,0.129,high
